dta_train,dta_test,train_percentage,num_docs,num_rels,num_shown,num_feedback,rels_found,last_rel,wss_100,wss_95,NCG@10,NCG@20,NCG@30,NCG@40,NCG@50,NCG@60,NCG@70,NCG@80,NCG@90,NCG@100,total_cost,total_cost_uniform,total_cost_weighted,norm_area,ap,r,loss_e,loss_r,loss_er,recall,cost,spt,bnd,ita
MapDB,android,0.1,639.0,48.0,639.0,630.0,48.0,535.0,0.163,0.304,0.583,0.771,0.833,0.854,0.917,0.938,0.958,0.958,1.0,1.0,1899.0,1899.0,1899.0,0.879,0.554,1.0,0.457,0.0,0.457,1.0,1.0,1.0,110,1.05
MapDB,android,0.2,639.0,48.0,635.0,630.0,48.0,474.0,0.258,0.396,0.625,0.771,0.812,0.854,0.875,0.958,0.979,1.0,1.0,1.0,1895.0,1895.0,1895.0,0.881,0.53,1.0,0.451,0.0,0.451,1.0,0.9937402190923318,1.0,110,1.05
MapDB,android,0.3,639.0,48.0,634.0,630.0,48.0,524.0,0.18,0.335,0.542,0.729,0.771,0.833,0.875,0.896,0.979,0.979,1.0,1.0,1894.0,1894.0,1894.0,0.857,0.465,1.0,0.449,0.0,0.449,1.0,0.9921752738654147,1.0,110,1.05
MapDB,android,0.4,639.0,48.0,630.0,630.0,48.0,530.0,0.171,0.365,0.562,0.729,0.792,0.812,0.833,0.958,0.958,0.979,1.0,1.0,1890.0,1890.0,1890.0,0.859,0.477,1.0,0.444,0.0,0.444,1.0,0.9859154929577465,1.0,110,1.05
MapDB,android,0.5,639.0,48.0,639.0,630.0,48.0,500.0,0.218,0.261,0.562,0.75,0.771,0.812,0.854,0.875,0.958,1.0,1.0,1.0,1899.0,1899.0,1899.0,0.843,0.487,1.0,0.457,0.0,0.457,1.0,1.0,1.0,110,1.05
MapDB,android,1.0,639.0,48.0,637.0,630.0,48.0,595.0,0.069,0.177,0.438,0.646,0.729,0.812,0.833,0.875,0.896,0.979,0.979,1.0,1897.0,1897.0,1897.0,0.811,0.414,1.0,0.454,0.0,0.454,1.0,0.9968701095461658,1.0,110,1.05
MapDB,anttlr4,0.1,2353.0,53.0,2169.0,1907.0,53.0,1939.0,0.176,0.277,0.698,0.83,0.906,0.925,0.925,0.925,0.943,0.981,1.0,1.0,5983.0,5983.0,5983.0,0.882,0.204,1.0,0.363,0.0,0.363,1.0,0.9218019549511263,1.0,110,1.05
MapDB,anttlr4,0.2,2353.0,53.0,2353.0,1907.0,53.0,2057.0,0.126,0.4,0.66,0.83,0.887,0.887,0.906,0.943,0.962,0.981,1.0,1.0,6167.0,6167.0,6167.0,0.877,0.221,1.0,0.427,0.0,0.427,1.0,1.0,1.0,110,1.05
MapDB,anttlr4,0.3,2353.0,53.0,2353.0,1907.0,53.0,2177.0,0.075,0.6,0.604,0.792,0.868,0.962,0.962,0.962,0.981,0.981,0.981,1.0,6167.0,6167.0,6167.0,0.885,0.198,1.0,0.427,0.0,0.427,1.0,1.0,1.0,110,1.05
MapDB,anttlr4,0.4,2353.0,53.0,1912.0,1907.0,49.0,1028.0,0.0,0.0,0.698,0.811,0.887,0.887,0.925,0.925,0.925,0.925,0.925,0.925,5726.0,5792.566,6497.75,0.852,0.172,0.925,0.282,0.006,0.288,0.9245283018867925,0.8125796855078623,1.0,110,1.05
MapDB,anttlr4,0.5,2353.0,53.0,2143.0,1907.0,50.0,1881.0,0.0,0.151,0.66,0.792,0.887,0.887,0.887,0.925,0.925,0.925,0.943,0.943,5957.0,5980.774,6272.0,0.851,0.182,0.943,0.354,0.003,0.358,0.9433962264150944,0.9107522311942201,1.0,110,1.05
MapDB,anttlr4,1.0,2353.0,53.0,2353.0,1907.0,53.0,2306.0,0.02,0.395,0.585,0.792,0.868,0.887,0.906,0.962,0.962,0.981,0.981,1.0,6167.0,6167.0,6167.0,0.862,0.152,1.0,0.427,0.0,0.427,1.0,1.0,1.0,110,1.05
MapDB,broadleaf,0.1,17433.0,686.0,15254.0,4180.0,671.0,15027.0,0.0,0.217,0.474,0.643,0.739,0.829,0.878,0.91,0.94,0.965,0.965,0.965,23614.0,23709.292,27971.734,0.808,0.22,0.978,0.012,0.0,0.013,0.978134110787172,0.8750071703091837,1.0,110,1.05
MapDB,broadleaf,0.2,17433.0,686.0,17433.0,4180.0,686.0,16868.0,0.032,0.186,0.461,0.653,0.749,0.828,0.87,0.897,0.923,0.961,0.987,1.0,25793.0,25793.0,25793.0,0.805,0.215,1.0,0.016,0.0,0.016,1.0,1.0,1.0,110,1.05
MapDB,broadleaf,0.3,17433.0,686.0,12023.0,4180.0,639.0,11398.0,0.0,0.0,0.453,0.615,0.736,0.829,0.885,0.921,0.921,0.921,0.921,0.921,20383.0,21124.312,31203.0,0.794,0.208,0.931,0.008,0.005,0.012,0.9314868804664723,0.6896690185280789,1.0,110,1.05
MapDB,broadleaf,0.4,17433.0,686.0,17401.0,4180.0,686.0,16988.0,0.026,0.223,0.496,0.655,0.759,0.834,0.895,0.921,0.937,0.969,0.981,0.981,25761.0,25761.0,25761.0,0.817,0.21,1.0,0.016,0.0,0.016,1.0,0.9981644008489646,1.0,110,1.05
MapDB,broadleaf,0.5,17433.0,686.0,17221.0,4180.0,686.0,17105.0,0.019,0.218,0.464,0.646,0.749,0.816,0.879,0.914,0.94,0.969,0.984,0.984,25581.0,25581.0,25581.0,0.809,0.22,1.0,0.016,0.0,0.016,1.0,0.9878391556243905,1.0,110,1.05
MapDB,broadleaf,1.0,17433.0,686.0,16290.0,4180.0,677.0,16135.0,0.0,0.239,0.434,0.668,0.738,0.825,0.888,0.918,0.949,0.972,0.985,0.985,24650.0,24679.991,26927.07,0.811,0.208,0.987,0.014,0.0,0.014,0.9868804664723032,0.9344346928239545,1.0,110,1.05
MapDB,ceylon,0.1,4512.0,74.0,4179.0,2640.0,73.0,3995.0,0.0,0.243,0.581,0.73,0.797,0.865,0.905,0.905,0.932,0.946,0.986,0.986,9459.0,9468.0,9459.0,0.834,0.217,0.986,0.283,0.0,0.284,0.9864864864864865,0.9261968085106383,1.0,110,1.05
MapDB,ceylon,0.2,4512.0,74.0,4009.0,2640.0,73.0,3781.0,0.0,0.342,0.568,0.716,0.811,0.865,0.919,0.932,0.973,0.973,0.973,0.973,9289.0,9302.595,9289.0,0.841,0.2,0.986,0.261,0.0,0.261,0.9864864864864865,0.8885195035460993,1.0,110,1.05
MapDB,ceylon,0.3,4512.0,74.0,3143.0,2640.0,66.0,2414.0,0.0,0.0,0.662,0.716,0.757,0.797,0.878,0.892,0.892,0.892,0.892,0.892,8423.0,8719.0,11139.609,0.798,0.189,0.892,0.16,0.012,0.172,0.8918918918918919,0.6965868794326241,1.0,110,1.05
MapDB,ceylon,0.4,4512.0,74.0,4509.0,2640.0,74.0,4367.0,0.032,0.272,0.568,0.662,0.77,0.865,0.905,0.919,0.946,0.959,0.986,0.986,9789.0,9789.0,9789.0,0.825,0.16,1.0,0.33,0.0,0.33,1.0,0.9993351063829787,1.0,110,1.05
MapDB,ceylon,0.5,4512.0,74.0,3425.0,2640.0,71.0,2890.0,0.0,0.334,0.554,0.703,0.784,0.838,0.905,0.932,0.959,0.959,0.959,0.959,8705.0,8793.135,10335.5,0.825,0.154,0.959,0.19,0.002,0.192,0.9594594594594594,0.7590868794326241,1.0,110,1.05
MapDB,ceylon,1.0,4512.0,74.0,4386.0,2640.0,74.0,4298.0,0.047,0.325,0.486,0.689,0.784,0.811,0.824,0.905,0.946,0.973,0.986,0.986,9666.0,9666.0,9666.0,0.809,0.151,1.0,0.312,0.0,0.312,1.0,0.9720744680851063,1.0,110,1.05
MapDB,elasticsearch,0.1,54562.0,3474.0,54160.0,5500.0,3474.0,53970.0,0.011,0.148,0.385,0.559,0.668,0.755,0.815,0.864,0.915,0.949,0.979,0.979,65160.0,65160.0,65160.0,0.77,0.252,1.0,0.001,0.0,0.001,1.0,0.9926322348887504,1.0,110,1.05
MapDB,elasticsearch,0.2,54562.0,3474.0,52584.0,5500.0,3462.0,52448.0,0.0,0.134,0.383,0.534,0.644,0.725,0.794,0.857,0.902,0.946,0.978,0.978,63584.0,63597.665,67538.068,0.757,0.249,0.997,0.001,0.0,0.001,0.9965457685664939,0.9637476632088267,1.0,110,1.05
MapDB,elasticsearch,0.3,54562.0,3474.0,53192.0,5500.0,3474.0,52944.0,0.03,0.147,0.386,0.551,0.668,0.754,0.81,0.864,0.918,0.949,0.978,0.978,64192.0,64192.0,64192.0,0.769,0.243,1.0,0.001,0.0,0.001,1.0,0.9748909497452439,1.0,110,1.05
MapDB,elasticsearch,0.4,54562.0,3474.0,52274.0,5500.0,3456.0,52106.0,0.0,0.159,0.386,0.557,0.666,0.75,0.822,0.866,0.918,0.952,0.977,0.977,63274.0,63297.71,67849.965,0.771,0.247,0.995,0.001,0.0,0.001,0.9948186528497409,0.9580660532971665,1.0,110,1.05
MapDB,elasticsearch,0.5,54562.0,3474.0,53972.0,5500.0,3474.0,53517.0,0.019,0.162,0.386,0.556,0.669,0.763,0.821,0.872,0.917,0.953,0.978,0.978,64972.0,64972.0,64972.0,0.773,0.248,1.0,0.001,0.0,0.001,1.0,0.9891866133939372,1.0,110,1.05
MapDB,elasticsearch,1.0,54562.0,3474.0,54009.0,5500.0,3473.0,53237.0,0.0,0.175,0.39,0.558,0.669,0.755,0.82,0.868,0.921,0.955,0.979,0.979,65009.0,65009.318,65009.0,0.773,0.251,1.0,0.001,0.0,0.001,0.9997121473805411,0.9898647410285547,1.0,110,1.05
MapDB,hazelcast,0.1,23451.0,1298.0,21205.0,4510.0,1275.0,20966.0,0.0,0.198,0.435,0.612,0.715,0.81,0.854,0.894,0.924,0.963,0.982,0.982,30225.0,30304.596,34716.999,0.798,0.273,0.982,0.004,0.0,0.004,0.9822804314329738,0.9042258325870965,1.0,110,1.05
MapDB,hazelcast,0.2,23451.0,1298.0,20276.0,4510.0,1265.0,20033.0,0.0,0.189,0.446,0.597,0.725,0.8,0.857,0.903,0.928,0.958,0.958,0.958,29296.0,29457.441,35646.0,0.798,0.27,0.975,0.004,0.001,0.004,0.9745762711864406,0.8646113172146177,1.0,110,1.05
MapDB,hazelcast,0.3,23451.0,1298.0,20924.0,4510.0,1274.0,20692.0,0.0,0.201,0.44,0.589,0.711,0.804,0.854,0.895,0.941,0.958,0.958,0.958,29944.0,30037.448,34997.999,0.796,0.267,0.982,0.004,0.0,0.004,0.9815100154083205,0.89224340113428,1.0,110,1.05
MapDB,hazelcast,0.4,23451.0,1298.0,21992.0,4510.0,1282.0,21852.0,0.0,0.213,0.428,0.586,0.713,0.794,0.857,0.912,0.945,0.961,0.982,0.982,31012.0,31047.969,33929.911,0.796,0.259,0.988,0.004,0.0,0.005,0.987673343605547,0.9377851690759456,1.0,110,1.05
MapDB,hazelcast,0.5,23451.0,1298.0,19659.0,4510.0,1265.0,19387.0,0.0,0.208,0.414,0.582,0.703,0.799,0.86,0.908,0.94,0.964,0.964,0.964,28679.0,28871.814,36263.0,0.792,0.255,0.975,0.004,0.001,0.004,0.9745762711864406,0.8383011385441985,1.0,110,1.05
MapDB,hazelcast,1.0,23451.0,1298.0,22950.0,4510.0,1298.0,22887.0,0.024,0.203,0.435,0.593,0.713,0.803,0.862,0.904,0.93,0.967,0.99,0.99,31970.0,31970.0,31970.0,0.798,0.262,1.0,0.005,0.0,0.005,1.0,0.9786363054880389,1.0,110,1.05
MapDB,junit,0.1,5432.0,87.0,3078.0,2860.0,82.0,1677.0,0.0,0.0,0.747,0.851,0.92,0.943,0.943,0.943,0.943,0.943,0.943,0.943,8798.0,9068.575,13211.75,0.893,0.347,0.943,0.092,0.003,0.095,0.9425287356321839,0.5666421207658321,1.0,110,1.05
MapDB,junit,0.2,5432.0,87.0,4603.0,2860.0,86.0,4281.0,0.0,0.576,0.724,0.874,0.908,0.966,0.966,0.966,0.977,0.989,0.989,0.989,10323.0,10342.057,10323.0,0.912,0.328,0.989,0.205,0.0,0.205,0.9885057471264368,0.8473858615611193,1.0,110,1.05
MapDB,junit,0.3,5432.0,87.0,3104.0,2860.0,83.0,1901.0,0.0,0.6,0.701,0.874,0.943,0.954,0.954,0.954,0.954,0.954,0.954,0.954,8824.0,9038.069,12898.0,0.897,0.281,0.954,0.093,0.002,0.095,0.9540229885057471,0.5714285714285714,1.0,110,1.05
MapDB,junit,0.4,5432.0,87.0,3881.0,2860.0,87.0,3252.0,0.401,0.583,0.713,0.816,0.885,0.977,0.977,1.0,1.0,1.0,1.0,1.0,9601.0,9601.0,9601.0,0.911,0.28,1.0,0.146,0.0,0.146,1.0,0.7144698085419735,1.0,110,1.05
MapDB,junit,0.5,5432.0,87.0,3666.0,2860.0,85.0,2927.0,0.0,0.635,0.747,0.828,0.943,0.966,0.966,0.977,0.977,0.977,0.977,0.977,9386.0,9467.195,11152.0,0.909,0.275,0.977,0.13,0.001,0.131,0.9770114942528736,0.6748895434462445,1.0,110,1.05
MapDB,junit,1.0,5432.0,87.0,4172.0,2860.0,87.0,3675.0,0.323,0.483,0.632,0.793,0.885,0.931,0.966,0.977,1.0,1.0,1.0,1.0,9892.0,9892.0,9892.0,0.892,0.231,1.0,0.169,0.0,0.169,1.0,0.7680412371134021,1.0,110,1.05
MapDB,mcMMO,0.1,1393.0,198.0,1367.0,1341.0,197.0,1240.0,0.0,0.3,0.354,0.581,0.677,0.798,0.904,0.924,0.955,0.97,0.995,0.995,4049.0,4049.263,4049.0,0.831,0.46,0.995,0.108,0.0,0.108,0.9949494949494949,0.9813352476669059,1.0,110,1.05
MapDB,mcMMO,0.2,1393.0,198.0,1367.0,1341.0,196.0,1244.0,0.0,0.241,0.364,0.571,0.712,0.798,0.879,0.934,0.944,0.97,0.99,0.99,4049.0,4049.525,4075.0,0.827,0.447,0.99,0.108,0.0,0.109,0.98989898989899,0.9813352476669059,1.0,110,1.05
MapDB,mcMMO,0.3,1393.0,198.0,1365.0,1341.0,197.0,1249.0,0.0,0.261,0.359,0.566,0.707,0.778,0.864,0.914,0.949,0.98,0.995,0.995,4047.0,4047.283,4047.0,0.823,0.453,0.995,0.108,0.0,0.108,0.9949494949494949,0.9798994974874372,1.0,110,1.05
MapDB,mcMMO,0.4,1393.0,198.0,1370.0,1341.0,198.0,1244.0,0.107,0.308,0.328,0.566,0.707,0.798,0.864,0.934,0.949,0.98,1.0,1.0,4052.0,4052.0,4052.0,0.823,0.425,1.0,0.109,0.0,0.109,1.0,0.9834888729361091,1.0,110,1.05
MapDB,mcMMO,0.5,1393.0,198.0,1368.0,1341.0,198.0,1238.0,0.111,0.292,0.338,0.551,0.697,0.793,0.859,0.924,0.955,0.98,1.0,1.0,4050.0,4050.0,4050.0,0.82,0.419,1.0,0.109,0.0,0.109,1.0,0.9820531227566404,1.0,110,1.05
MapDB,mcMMO,1.0,1393.0,198.0,1376.0,1341.0,198.0,1266.0,0.091,0.272,0.328,0.53,0.692,0.773,0.854,0.914,0.955,0.975,0.99,0.99,4058.0,4058.0,4058.0,0.812,0.412,1.0,0.11,0.0,0.11,1.0,0.9877961234745154,1.0,110,1.05
MapDB,mct,0.1,6091.0,23.0,3947.0,2970.0,17.0,3161.0,0.0,0.0,0.522,0.652,0.696,0.696,0.696,0.739,0.739,0.739,0.739,0.739,9887.0,11005.609,14041.0,0.681,0.191,0.739,0.278,0.068,0.346,0.7391304347826086,0.6480052536529306,1.0,110,1.05
MapDB,mct,0.2,6091.0,23.0,4470.0,2970.0,21.0,3936.0,0.0,0.0,0.435,0.652,0.652,0.739,0.739,0.739,0.913,0.913,0.913,0.913,10410.0,10691.913,12031.0,0.743,0.151,0.913,0.356,0.008,0.364,0.9130434782608695,0.7338696437366606,1.0,110,1.05
MapDB,mct,0.3,6091.0,23.0,3328.0,2970.0,16.0,2107.0,0.0,0.0,0.435,0.478,0.565,0.696,0.696,0.696,0.696,0.696,0.696,0.696,9268.0,10949.826,14707.656,0.617,0.279,0.696,0.197,0.093,0.29,0.6956521739130435,0.5463799047775406,1.0,110,1.05
MapDB,mct,0.4,6091.0,23.0,4257.0,2970.0,19.0,3609.0,0.0,0.0,0.522,0.565,0.609,0.609,0.609,0.826,0.826,0.826,0.826,0.826,10197.0,10834.913,13406.5,0.672,0.205,0.826,0.323,0.03,0.353,0.8260869565217391,0.6989000164176654,1.0,110,1.05
MapDB,mct,0.5,6091.0,23.0,4458.0,2970.0,17.0,3905.0,0.0,0.0,0.435,0.478,0.522,0.522,0.565,0.565,0.739,0.739,0.739,0.739,10398.0,11250.0,13561.938,0.59,0.227,0.739,0.354,0.068,0.422,0.7391304347826086,0.7318995238877032,1.0,110,1.05
MapDB,mct,1.0,6091.0,23.0,4650.0,2970.0,16.0,4186.0,0.0,0.0,0.478,0.522,0.609,0.609,0.609,0.609,0.696,0.696,0.696,0.696,10590.0,11467.13,13426.969,0.605,0.12,0.696,0.385,0.093,0.478,0.6956521739130435,0.7634214414710229,1.0,110,1.05
MapDB,neo4j,0.1,32156.0,151.0,8848.0,4840.0,83.0,6999.0,0.0,0.0,0.397,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,18528.0,39520.636,65144.0,0.517,0.066,0.55,0.012,0.203,0.215,0.5496688741721855,0.27515860181614626,1.0,110,1.05
MapDB,neo4j,0.2,32156.0,151.0,11111.0,4840.0,91.0,9687.0,0.0,0.0,0.424,0.503,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,20791.0,37515.503,62881.0,0.557,0.066,0.603,0.019,0.158,0.177,0.6026490066225165,0.34553427043164575,1.0,110,1.05
MapDB,neo4j,0.3,32156.0,151.0,20559.0,4840.0,124.0,19953.0,0.0,0.0,0.424,0.57,0.629,0.689,0.735,0.788,0.788,0.788,0.788,0.788,30239.0,34386.272,53433.0,0.686,0.065,0.821,0.065,0.032,0.097,0.8211920529801324,0.6393519094414728,1.0,110,1.05
MapDB,neo4j,0.4,32156.0,151.0,22238.0,4840.0,128.0,21771.0,0.0,0.0,0.437,0.497,0.603,0.669,0.728,0.828,0.828,0.828,0.828,0.828,31918.0,34939.377,51753.995,0.686,0.067,0.848,0.076,0.023,0.099,0.847682119205298,0.6915661151884562,1.0,110,1.05
MapDB,neo4j,0.5,32156.0,151.0,31979.0,4840.0,151.0,31180.0,0.03,0.098,0.391,0.47,0.57,0.669,0.722,0.762,0.868,0.934,0.987,0.987,41659.0,41659.0,41659.0,0.7,0.068,1.0,0.157,0.0,0.157,1.0,0.9944955840278642,1.0,110,1.05
MapDB,neo4j,1.0,32156.0,151.0,26791.0,4840.0,143.0,26500.0,0.0,0.126,0.404,0.503,0.583,0.669,0.808,0.828,0.874,0.927,0.927,0.927,36471.0,37039.477,47117.172,0.711,0.06,0.947,0.11,0.003,0.113,0.9470198675496688,0.8331571090931708,1.0,110,1.05
MapDB,netty,0.1,11528.0,951.0,10957.0,3740.0,951.0,10756.0,0.067,0.129,0.4,0.581,0.697,0.75,0.817,0.859,0.902,0.939,0.987,0.987,18437.0,18437.0,18437.0,0.782,0.327,1.0,0.008,0.0,0.008,1.0,0.9504684247050659,1.0,110,1.05
MapDB,netty,0.2,11528.0,951.0,11114.0,3740.0,951.0,10856.0,0.058,0.162,0.39,0.583,0.681,0.767,0.818,0.87,0.923,0.96,0.995,0.995,18594.0,18594.0,18594.0,0.787,0.33,1.0,0.008,0.0,0.008,1.0,0.964087439278279,1.0,110,1.05
MapDB,netty,0.3,11528.0,951.0,10640.0,3740.0,935.0,10402.0,0.0,0.178,0.399,0.574,0.676,0.757,0.821,0.884,0.922,0.954,0.982,0.982,18120.0,18149.88,19895.946,0.786,0.329,0.983,0.008,0.0,0.008,0.9831756046267087,0.922970159611381,1.0,110,1.05
MapDB,netty,0.4,11528.0,951.0,11346.0,3740.0,951.0,11034.0,0.043,0.185,0.404,0.583,0.683,0.766,0.828,0.881,0.928,0.955,0.989,0.989,18826.0,18826.0,18826.0,0.79,0.329,1.0,0.009,0.0,0.009,1.0,0.9842123525329632,1.0,110,1.05
MapDB,netty,0.5,11528.0,951.0,11518.0,3740.0,951.0,11334.0,0.017,0.163,0.391,0.579,0.689,0.762,0.83,0.88,0.917,0.95,0.971,0.971,18998.0,18998.0,18998.0,0.787,0.33,1.0,0.009,0.0,0.009,1.0,0.9991325468424705,1.0,110,1.05
MapDB,netty,1.0,11528.0,951.0,10820.0,3740.0,943.0,10629.0,0.0,0.158,0.395,0.562,0.687,0.76,0.831,0.885,0.928,0.954,0.983,0.983,18300.0,18311.912,19704.938,0.787,0.321,0.992,0.008,0.0,0.008,0.9915878023133544,0.9385843164469119,1.0,110,1.05
MapDB,orientdb,0.1,11643.0,774.0,11642.0,3740.0,774.0,11504.0,0.012,0.173,0.468,0.647,0.742,0.795,0.833,0.889,0.933,0.957,0.975,1.0,19122.0,19122.0,19122.0,0.809,0.32,1.0,0.013,0.0,0.013,1.0,0.9999141114832947,1.0,110,1.05
MapDB,orientdb,0.2,11643.0,774.0,11547.0,3740.0,773.0,11467.0,0.0,0.244,0.466,0.646,0.744,0.817,0.86,0.899,0.947,0.97,0.986,0.986,19027.0,19027.248,19027.0,0.819,0.315,0.999,0.013,0.0,0.013,0.9987080103359173,0.9917547023962896,1.0,110,1.05
MapDB,orientdb,0.3,11643.0,774.0,11633.0,3740.0,774.0,11542.0,0.009,0.221,0.475,0.638,0.743,0.802,0.844,0.89,0.932,0.966,0.983,0.983,19113.0,19113.0,19113.0,0.812,0.314,1.0,0.013,0.0,0.013,1.0,0.9991411148329469,1.0,110,1.05
MapDB,orientdb,0.4,11643.0,774.0,10851.0,3740.0,762.0,10675.0,0.0,0.227,0.466,0.643,0.74,0.793,0.851,0.91,0.943,0.968,0.981,0.981,18331.0,18355.558,19914.227,0.814,0.314,0.984,0.011,0.0,0.012,0.9844961240310077,0.9319762947693894,1.0,110,1.05
MapDB,orientdb,0.5,11643.0,774.0,11556.0,3740.0,773.0,11363.0,0.0,0.222,0.465,0.655,0.748,0.806,0.867,0.913,0.943,0.965,0.986,0.986,19036.0,19036.225,19036.0,0.821,0.316,0.999,0.013,0.0,0.013,0.9987080103359173,0.9925276990466375,1.0,110,1.05
MapDB,orientdb,1.0,11643.0,774.0,10591.0,3740.0,757.0,10374.0,0.0,0.16,0.473,0.651,0.756,0.815,0.853,0.893,0.921,0.952,0.978,0.978,18071.0,18117.212,20174.968,0.811,0.309,0.978,0.011,0.0,0.011,0.9780361757105943,0.909645280426007,1.0,110,1.05
MapDB,oryx,0.1,2157.0,113.0,2157.0,1828.0,113.0,2066.0,0.042,0.196,0.496,0.69,0.823,0.876,0.912,0.929,0.938,0.947,0.965,1.0,5813.0,5813.0,5813.0,0.831,0.238,1.0,0.22,0.0,0.22,1.0,1.0,1.0,110,1.05
MapDB,oryx,0.2,2157.0,113.0,2071.0,1828.0,112.0,1926.0,0.0,0.288,0.478,0.655,0.779,0.858,0.929,0.938,0.956,0.965,0.991,0.991,5727.0,5728.522,5727.0,0.832,0.237,0.991,0.203,0.0,0.203,0.9911504424778761,0.9601298099211868,1.0,110,1.05
MapDB,oryx,0.3,2157.0,113.0,2157.0,1828.0,113.0,1994.0,0.076,0.192,0.442,0.655,0.823,0.841,0.885,0.912,0.929,0.956,0.991,1.0,5813.0,5813.0,5813.0,0.821,0.208,1.0,0.22,0.0,0.22,1.0,1.0,1.0,110,1.05
MapDB,oryx,0.4,2157.0,113.0,2157.0,1828.0,113.0,2008.0,0.069,0.201,0.434,0.673,0.77,0.85,0.894,0.929,0.929,0.973,0.973,1.0,5813.0,5813.0,5813.0,0.821,0.221,1.0,0.22,0.0,0.22,1.0,1.0,1.0,110,1.05
MapDB,oryx,0.5,2157.0,113.0,2157.0,1828.0,113.0,2090.0,0.031,0.274,0.416,0.681,0.796,0.867,0.876,0.92,0.947,0.956,0.982,1.0,5813.0,5813.0,5813.0,0.82,0.204,1.0,0.22,0.0,0.22,1.0,1.0,1.0,110,1.05
MapDB,oryx,1.0,2157.0,113.0,2157.0,1828.0,113.0,2101.0,0.026,0.104,0.336,0.611,0.77,0.823,0.867,0.912,0.929,0.929,0.982,1.0,5813.0,5813.0,5813.0,0.796,0.182,1.0,0.22,0.0,0.22,1.0,1.0,1.0,110,1.05
MapDB,titan,0.1,5312.0,149.0,4861.0,2860.0,143.0,4626.0,0.0,0.135,0.617,0.732,0.812,0.859,0.886,0.933,0.946,0.946,0.96,0.96,10581.0,10617.322,11454.812,0.842,0.238,0.96,0.135,0.002,0.137,0.959731543624161,0.9150978915662651,1.0,110,1.05
MapDB,titan,0.2,5312.0,149.0,4055.0,2860.0,141.0,3518.0,0.0,0.0,0.604,0.745,0.819,0.859,0.893,0.906,0.946,0.946,0.946,0.946,9775.0,9909.98,12269.359,0.841,0.227,0.946,0.094,0.003,0.097,0.9463087248322147,0.7633659638554217,1.0,110,1.05
MapDB,titan,0.3,5312.0,149.0,4631.0,2860.0,144.0,4308.0,0.0,0.293,0.537,0.718,0.792,0.879,0.899,0.933,0.96,0.96,0.96,0.96,10351.0,10396.705,11627.875,0.837,0.203,0.966,0.123,0.001,0.124,0.9664429530201343,0.8717996987951807,1.0,110,1.05
MapDB,titan,0.4,5312.0,149.0,5007.0,2860.0,147.0,4811.0,0.0,0.263,0.604,0.752,0.846,0.859,0.886,0.919,0.953,0.96,0.98,0.98,10727.0,10735.188,11032.0,0.847,0.229,0.987,0.143,0.0,0.143,0.9865771812080537,0.9425828313253012,1.0,110,1.05
MapDB,titan,0.5,5312.0,149.0,5237.0,2860.0,148.0,5110.0,0.0,0.243,0.53,0.732,0.812,0.859,0.893,0.926,0.946,0.966,0.98,0.98,10957.0,10958.007,10957.0,0.84,0.208,0.993,0.157,0.0,0.157,0.9932885906040269,0.9858810240963856,1.0,110,1.05
MapDB,titan,1.0,5312.0,149.0,5004.0,2860.0,147.0,4799.0,0.0,0.227,0.53,0.678,0.785,0.826,0.859,0.899,0.94,0.966,0.98,0.98,10724.0,10732.268,11032.0,0.817,0.192,0.987,0.143,0.0,0.143,0.9865771812080537,0.9420180722891566,1.0,110,1.05
android,MapDB,0.1,2740.0,99.0,2295.0,2090.0,96.0,1809.0,0.0,0.448,0.0,0.657,0.828,0.899,0.939,0.939,0.949,0.97,0.97,0.97,6475.0,6501.97,7142.5,0.896,0.423,0.97,0.177,0.001,0.178,0.9696969696969697,0.8375912408759124,1.0,110,1.05
android,MapDB,0.2,2740.0,99.0,2431.0,2090.0,98.0,2084.0,0.0,0.423,0.0,0.657,0.848,0.909,0.929,0.929,0.949,0.97,0.99,0.99,6611.0,6617.242,6611.0,0.9,0.409,0.99,0.199,0.0,0.199,0.98989898989899,0.8872262773722628,1.0,110,1.05
android,MapDB,0.3,2740.0,99.0,2318.0,2090.0,96.0,1841.0,0.0,0.438,0.0,0.677,0.788,0.899,0.919,0.939,0.96,0.97,0.97,0.97,6498.0,6523.576,7131.0,0.888,0.425,0.97,0.181,0.001,0.182,0.9696969696969697,0.845985401459854,1.0,110,1.05
android,MapDB,0.4,2740.0,99.0,2449.0,2090.0,96.0,2148.0,0.0,0.37,0.0,0.677,0.808,0.919,0.929,0.939,0.949,0.949,0.97,0.97,6629.0,6646.636,7065.5,0.889,0.413,0.97,0.202,0.001,0.203,0.9696969696969697,0.8937956204379562,1.0,110,1.05
android,MapDB,0.5,2740.0,99.0,2475.0,2090.0,99.0,2178.0,0.205,0.463,0.0,0.687,0.818,0.909,0.939,0.949,0.96,0.97,1.0,1.0,6655.0,6655.0,6655.0,0.902,0.39,1.0,0.206,0.0,0.206,1.0,0.9032846715328468,1.0,110,1.05
